SHIPMENT_ID,ORDER_ID,SHIP_DATE,SHIP_MODE,SEGMENT,COUNTRY,CITY,STATE,POSTAL_CODE,REGION
643,CA-2017-106103,2017-06-15,Standard Class,Consumer,United States,Rochester Hills,Michigan,48307,Central
644,US-2017-127719,2017-07-25,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East
645,CA-2017-126221,2018-01-05,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central
646,CA-2016-103947,2016-04-08,Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West
648,CA-2016-160745,2016-12-16,Second Class,Corporate,United States,Vancouver,Washington,98661,West
651,CA-2016-132661,2016-10-29,Standard Class,Home Office,United States,New York City,New York,10024,East
652,CA-2017-140844,2017-06-23,Standard Class,Corporate,United States,New York City,New York,10035,East
654,CA-2016-137239,2016-08-28,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
657,US-2016-156097,2016-09-19,Same Day,Home Office,United States,Aurora,Illinois,60505,Central
659,CA-2015-146563,2015-08-28,Standard Class,Consumer,United States,Arlington,Texas,76017,Central
663,CA-2016-123666,2016-03-30,Standard Class,Corporate,United States,New York City,New York,10011,East
664,CA-2016-143308,2016-11-04,Same Day,Consumer,United States,Louisville,Kentucky,40214,South
665,CA-2017-132682,2017-06-10,Second Class,Corporate,United States,Dallas,Texas,75081,Central
668,CA-2014-156314,2014-12-26,First Class,Consumer,United States,Cleveland,Ohio,44105,East
669,US-2017-106663,2017-06-13,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central
672,CA-2017-111178,2017-06-22,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central
673,CA-2017-130351,2017-12-08,First Class,Consumer,United States,Columbus,Indiana,47201,Central
676,US-2017-119438,2017-03-23,Standard Class,Consumer,United States,Tyler,Texas,75701,Central
680,CA-2016-164511,2016-11-24,Standard Class,Consumer,United States,New York City,New York,10024,East
683,US-2017-168116,2017-11-04,Same Day,Corporate,United States,Burlington,North Carolina,27217,South
685,CA-2014-157784,2014-07-08,First Class,Consumer,United States,Jackson,Mississippi,39212,South
688,CA-2017-161480,2017-12-29,Standard Class,Consumer,United States,New York City,New York,10035,East
689,US-2014-117135,2014-06-23,Second Class,Consumer,United States,Waynesboro,Virginia,22980,South
692,CA-2015-131534,2015-04-02,Standard Class,Consumer,United States,Los Angeles,California,90036,West
694,CA-2015-119291,2015-05-17,First Class,Home Office,United States,Chester,Pennsylvania,19013,East
701,CA-2017-114552,2017-09-08,Standard Class,Corporate,United States,Cleveland,Ohio,44105,East
702,CA-2016-163755,2016-11-08,Second Class,Corporate,United States,Seattle,Washington,98103,West
703,CA-2015-142027,2015-04-14,Standard Class,Consumer,United States,Long Beach,California,90805,West
704,CA-2014-138527,2014-09-17,Standard Class,Corporate,United States,Cary,North Carolina,27511,South
707,CA-2014-112158,2014-12-04,First Class,Consumer,United States,New York City,New York,10035,East
710,CA-2014-113887,2014-04-07,First Class,Home Office,United States,New York City,New York,10035,East
711,CA-2017-146136,2017-09-07,Standard Class,Consumer,United States,Palm Coast,Florida,32137,South
712,US-2017-100048,2017-05-24,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East
715,CA-2014-153150,2014-07-06,Second Class,Corporate,United States,Seattle,Washington,98105,West
716,CA-2014-130092,2014-01-14,First Class,Consumer,United States,Dover,Delaware,19901,East
717,CA-2017-108910,2017-09-29,Standard Class,Consumer,United States,Newark,Ohio,43055,East
718,CA-2014-104472,2014-06-07,Standard Class,Home Office,United States,Orem,Utah,84057,West
720,CA-2016-112942,2016-02-18,Standard Class,Home Office,United States,Los Angeles,California,90045,West
721,CA-2016-142335,2016-12-19,Standard Class,Corporate,United States,Detroit,Michigan,48205,Central
723,CA-2014-117429,2014-10-13,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
724,CA-2016-114713,2016-07-12,Standard Class,Corporate,United States,Hialeah,Florida,33012,South
725,CA-2017-144113,2017-09-20,Standard Class,Consumer,United States,Austin,Texas,78745,Central
727,US-2016-150861,2016-12-06,First Class,Consumer,United States,Oceanside,New York,11572,East
732,CA-2017-131954,2017-01-25,Standard Class,Home Office,United States,Seattle,Washington,98115,West
738,CA-2014-132500,2014-09-12,Standard Class,Consumer,United States,San Francisco,California,94110,West
739,CA-2014-112326,2014-01-08,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central
742,US-2016-146710,2016-09-01,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
746,CA-2014-124429,2014-05-27,Same Day,Corporate,United States,San Diego,California,92105,West
748,CA-2016-150889,2016-03-22,Second Class,Consumer,United States,Evanston,Illinois,60201,Central
749,CA-2017-126074,2017-10-06,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central
753,CA-2016-110499,2016-04-09,First Class,Corporate,United States,San Francisco,California,94110,West
754,CA-2015-135272,2015-12-12,Standard Class,Consumer,United States,Los Angeles,California,90036,West
755,CA-2016-140928,2016-09-22,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
756,CA-2014-106803,2015-01-02,Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central
758,CA-2017-117240,2017-07-28,Standard Class,Corporate,United States,New York City,New York,10009,East
759,CA-2017-133333,2017-09-22,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central
760,CA-2015-112319,2015-09-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West
761,CA-2017-126046,2017-11-07,Standard Class,Corporate,United States,Atlanta,Georgia,30318,South
762,CA-2015-114923,2015-02-13,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
763,CA-2014-162775,2014-01-15,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South
768,CA-2014-106810,2014-05-20,Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South
769,CA-2016-157245,2016-05-24,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
770,CA-2017-104220,2017-02-05,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central
776,CA-2014-165974,2014-07-06,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East
777,CA-2015-144267,2015-08-23,First Class,Home Office,United States,San Francisco,California,94110,West
781,US-2015-157014,2015-10-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East
785,CA-2015-154921,2015-05-28,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South
786,CA-2017-129567,2017-03-21,Second Class,Consumer,United States,Lancaster,California,93534,West
787,CA-2015-154620,2015-12-16,Standard Class,Consumer,United States,Lancaster,California,93534,West
788,CA-2015-115938,2015-06-30,Standard Class,Consumer,United States,Richmond,Virginia,23223,South
792,CA-2016-105256,2016-05-20,Same Day,Consumer,United States,Asheville,North Carolina,28806,South
793,CA-2014-156433,2014-09-26,Standard Class,Consumer,United States,San Francisco,California,94110,West
795,CA-2017-151428,2017-09-26,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central
796,CA-2015-124653,2015-12-26,First Class,Corporate,United States,Rochester,New York,14609,East
799,CA-2015-101910,2015-12-03,Standard Class,Consumer,United States,Lake Elsinore,California,92530,West
800,CA-2017-105809,2017-02-23,First Class,Corporate,United States,San Diego,California,92105,West
802,CA-2016-136133,2016-08-23,Second Class,Corporate,United States,New York City,New York,10024,East
803,CA-2016-115504,2016-03-17,Standard Class,Corporate,United States,Monroe,Louisiana,71203,South
804,CA-2017-135783,2017-04-24,First Class,Consumer,United States,San Francisco,California,94122,West
805,CA-2014-134313,2014-11-07,Standard Class,Consumer,United States,Denver,Colorado,80219,West
807,CA-2015-140921,2015-02-05,First Class,Consumer,United States,Omaha,Nebraska,68104,Central
809,CA-2014-151995,2014-10-15,First Class,Consumer,United States,Edmonds,Washington,98026,West
813,CA-2017-143686,2017-05-14,Same Day,Consumer,United States,Santa Ana,California,92704,West
815,CA-2015-106565,2015-03-23,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
816,CA-2016-149370,2016-09-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
817,CA-2014-140858,2014-07-02,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
822,CA-2017-101434,2017-06-27,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
824,US-2014-102071,2014-05-15,Standard Class,Consumer,United States,San Francisco,California,94110,West
826,CA-2017-126956,2017-08-28,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central
829,CA-2017-129462,2017-06-21,Second Class,Consumer,United States,Florence,Kentucky,41042,South
833,CA-2016-165316,2016-07-27,Standard Class,Corporate,United States,Tampa,Florida,33614,South
836,US-2014-115987,2014-09-13,Second Class,Consumer,United States,Tyler,Texas,75701,Central
837,US-2017-156083,2017-11-11,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South
838,US-2016-137547,2016-03-12,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central
839,CA-2015-100454,2015-11-25,Standard Class,Corporate,United States,New York City,New York,10035,East
842,CA-2016-161669,2016-11-09,First Class,Corporate,United States,Los Angeles,California,90036,West
846,CA-2015-114300,2015-10-17,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South
848,CA-2017-107503,2017-01-06,Standard Class,Consumer,United States,Lorain,Ohio,44052,East
849,CA-2014-107755,2014-02-12,Standard Class,Corporate,United States,Linden,New Jersey,7036,East
850,CA-2016-152534,2016-06-25,Second Class,Corporate,United States,Salinas,California,93905,West
852,CA-2016-113747,2016-06-04,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
853,CA-2016-123274,2016-02-24,Standard Class,Consumer,United States,New York City,New York,10035,East
855,CA-2014-125612,2014-08-08,Standard Class,Consumer,United States,New York City,New York,10035,East
858,CA-2017-161984,2017-04-15,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East
860,CA-2014-133851,2014-06-16,Standard Class,Consumer,United States,San Francisco,California,94122,West
862,CA-2016-134474,2016-01-07,Second Class,Corporate,United States,Jacksonville,Florida,32216,South
865,CA-2014-149020,2014-01-15,Standard Class,Corporate,United States,Springfield,Virginia,22153,South
867,CA-2016-134362,2016-10-02,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
868,CA-2014-136742,2014-04-10,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East
869,CA-2016-158099,2016-09-05,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
871,CA-2015-131128,2015-10-20,First Class,Consumer,United States,Concord,New Hampshire,3301,East
872,CA-2014-148488,2014-12-15,Standard Class,Consumer,United States,New York City,New York,10009,East
874,CA-2017-114636,2017-08-29,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
875,CA-2016-116736,2016-01-21,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East
878,US-2014-158638,2014-09-21,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
879,CA-2017-111689,2017-12-02,Second Class,Home Office,United States,New York City,New York,10024,East
881,CA-2015-129098,2015-10-13,Standard Class,Consumer,United States,Springfield,Virginia,22153,South
882,US-2017-123463,2017-12-23,Same Day,Consumer,United States,San Francisco,California,94109,West
883,CA-2016-165148,2016-10-24,First Class,Home Office,United States,Detroit,Michigan,48227,Central
884,CA-2014-134061,2014-05-04,Standard Class,Consumer,United States,Rochester,New York,14609,East
885,CA-2015-143602,2015-04-28,Second Class,Corporate,United States,Los Angeles,California,90045,West
886,CA-2017-115364,2017-07-02,Standard Class,Consumer,United States,San Diego,California,92105,West
887,CA-2017-150707,2017-10-19,Standard Class,Home Office,United States,Columbia,Maryland,21044,East
888,CA-2014-104976,2014-12-16,Standard Class,Corporate,United States,San Francisco,California,94122,West
889,CA-2017-132934,2017-06-26,Standard Class,Consumer,United States,New Rochelle,New York,10801,East
891,CA-2017-133256,2017-06-27,First Class,Home Office,United States,Detroit,Michigan,48227,Central
894,CA-2016-105494,2016-11-12,First Class,Corporate,United States,San Francisco,California,94122,West
896,CA-2016-140634,2016-10-06,Second Class,Consumer,United States,Houston,Texas,77095,Central
897,CA-2014-144407,2014-09-15,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central
898,CA-2017-160983,2017-10-31,Second Class,Corporate,United States,Auburn,New York,13021,East
899,US-2016-114622,2016-04-12,First Class,Corporate,United States,Springfield,Ohio,45503,East
900,CA-2017-150959,2017-11-13,First Class,Consumer,United States,Garland,Texas,75043,Central
902,CA-2017-132353,2017-09-17,First Class,Consumer,United States,Chicago,Illinois,60653,Central
903,CA-2016-130477,2016-04-12,Standard Class,Consumer,United States,Los Angeles,California,90032,West
906,CA-2017-143259,2018-01-03,Standard Class,Consumer,United States,New York City,New York,10009,East
909,CA-2017-137596,2017-09-07,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central
912,CA-2015-133627,2015-06-07,Standard Class,Home Office,United States,Norwich,Connecticut,6360,East
913,CA-2017-102519,2017-11-29,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
915,US-2014-141215,2014-06-21,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central
918,CA-2016-165218,2016-03-11,Standard Class,Corporate,United States,Dallas,Texas,75220,Central
920,CA-2014-138296,2014-12-12,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South
921,CA-2015-111164,2015-04-15,Standard Class,Consumer,United States,New York City,New York,10009,East
924,CA-2016-149797,2016-09-20,Standard Class,Corporate,United States,New York City,New York,10011,East
925,CA-2014-132962,2014-09-16,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
927,CA-2015-115091,2015-10-09,Standard Class,Home Office,United States,Springfield,Virginia,22153,South
929,CA-2017-144932,2017-04-17,First Class,Consumer,United States,Toledo,Ohio,43615,East
932,CA-2017-114216,2017-09-06,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
933,CA-2016-140081,2016-06-24,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
937,US-2017-111745,2017-11-06,First Class,Corporate,United States,Farmington,New Mexico,87401,West
938,CA-2015-148250,2015-12-17,Standard Class,Corporate,United States,Riverside,California,92503,West
940,CA-2016-105760,2016-06-20,First Class,Corporate,United States,San Francisco,California,94110,West
941,CA-2016-142958,2016-12-20,Standard Class,Corporate,United States,Torrance,California,90503,West
943,CA-2015-120880,2015-06-03,Standard Class,Consumer,United States,Seattle,Washington,98105,West
946,US-2015-140200,2015-07-28,First Class,Consumer,United States,Mesa,Arizona,85204,West
947,US-2017-110576,2017-12-02,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
