Shipment ID,Order ID,Ship Date,Ship Mode,Segment,Country,City,State,Postal Code,Region
644,US-2017-127719,7/25/2017,Standard Class,Home Office,United States,Plainfield,New Jersey,7060,East
645,CA-2017-126221,1/5/2018,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central
646,CA-2016-103947,4/8/2016,Standard Class,Corporate,United States,Sierra Vista,Arizona,85635,West
648,CA-2016-160745,12/16/2016,Second Class,Corporate,United States,Vancouver,Washington,98661,West
651,CA-2016-132661,10/29/2016,Standard Class,Home Office,United States,New York City,New York,10024,East
652,CA-2017-140844,6/23/2017,Standard Class,Corporate,United States,New York City,New York,10035,East
654,CA-2016-137239,8/28/2016,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
657,US-2016-156097,9/19/2016,Same Day,Home Office,United States,Aurora,Illinois,60505,Central
659,CA-2015-146563,8/28/2015,Standard Class,Consumer,United States,Arlington,Texas,76017,Central
663,CA-2016-123666,3/30/2016,Standard Class,Corporate,United States,New York City,New York,10011,East
664,CA-2016-143308,11/4/2016,Same Day,Consumer,United States,Louisville,Kentucky,40214,South
665,CA-2017-132682,6/10/2017,Second Class,Corporate,United States,Dallas,Texas,75081,Central
668,CA-2014-156314,12/26/2014,First Class,Consumer,United States,Cleveland,Ohio,44105,East
669,US-2017-106663,6/13/2017,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central
672,CA-2017-111178,6/22/2017,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central
673,CA-2017-130351,12/8/2017,First Class,Consumer,United States,Columbus,Indiana,47201,Central
676,US-2017-119438,3/23/2017,Standard Class,Consumer,United States,Tyler,Texas,75701,Central
680,CA-2016-164511,11/24/2016,Standard Class,Consumer,United States,New York City,New York,10024,East
683,US-2017-168116,11/4/2017,Same Day,Corporate,United States,Burlington,North Carolina,27217,South
685,CA-2014-157784,7/8/2014,First Class,Consumer,United States,Jackson,Mississippi,39212,South
688,CA-2017-161480,12/29/2017,Standard Class,Consumer,United States,New York City,New York,10035,East
689,US-2014-117135,6/23/2014,Second Class,Consumer,United States,Waynesboro,Virginia,22980,South
692,CA-2015-131534,4/2/2015,Standard Class,Consumer,United States,Los Angeles,California,90036,West
694,CA-2015-119291,5/17/2015,First Class,Home Office,United States,Chester,Pennsylvania,19013,East
701,CA-2017-114552,9/8/2017,Standard Class,Corporate,United States,Cleveland,Ohio,44105,East
702,CA-2016-163755,11/8/2016,Second Class,Corporate,United States,Seattle,Washington,98103,West
703,CA-2015-142027,4/14/2015,Standard Class,Consumer,United States,Long Beach,California,90805,West
704,CA-2014-138527,9/17/2014,Standard Class,Corporate,United States,Cary,North Carolina,27511,South
707,CA-2014-112158,12/4/2014,First Class,Consumer,United States,New York City,New York,10035,East
710,CA-2014-113887,4/7/2014,First Class,Home Office,United States,New York City,New York,10035,East
711,CA-2017-146136,9/7/2017,Standard Class,Consumer,United States,Palm Coast,Florida,32137,South
712,US-2017-100048,5/24/2017,Standard Class,Corporate,United States,Mount Vernon,New York,10550,East
715,CA-2014-153150,7/6/2014,Second Class,Corporate,United States,Seattle,Washington,98105,West
716,CA-2014-130092,1/14/2014,First Class,Consumer,United States,Dover,Delaware,19901,East
717,CA-2017-108910,9/29/2017,Standard Class,Consumer,United States,Newark,Ohio,43055,East
718,CA-2014-104472,6/7/2014,Standard Class,Home Office,United States,Orem,Utah,84057,West
720,CA-2016-112942,2/18/2016,Standard Class,Home Office,United States,Los Angeles,California,90045,West
721,CA-2016-142335,12/19/2016,Standard Class,Corporate,United States,Detroit,Michigan,48205,Central
723,CA-2014-117429,10/13/2014,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East
724,CA-2016-114713,7/12/2016,Standard Class,Corporate,United States,Hialeah,Florida,33012,South
725,CA-2017-144113,9/20/2017,Standard Class,Consumer,United States,Austin,Texas,78745,Central
727,US-2016-150861,12/6/2016,First Class,Consumer,United States,Oceanside,New York,11572,East
732,CA-2017-131954,1/25/2017,Standard Class,Home Office,United States,Seattle,Washington,98115,West
738,CA-2014-132500,9/12/2014,Standard Class,Consumer,United States,San Francisco,California,94110,West
739,CA-2014-112326,1/8/2014,Standard Class,Home Office,United States,Naperville,Illinois,60540,Central
742,US-2016-146710,9/1/2016,Standard Class,Consumer,United States,Dallas,Texas,75220,Central
746,CA-2014-124429,5/27/2014,Same Day,Corporate,United States,San Diego,California,92105,West
748,CA-2016-150889,3/22/2016,Second Class,Consumer,United States,Evanston,Illinois,60201,Central
749,CA-2017-126074,10/6/2017,Standard Class,Consumer,United States,Trenton,Michigan,48183,Central
753,CA-2016-110499,4/9/2016,First Class,Corporate,United States,San Francisco,California,94110,West
754,CA-2015-135272,12/12/2015,Standard Class,Consumer,United States,Los Angeles,California,90036,West
755,CA-2016-140928,9/22/2016,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South
756,CA-2014-106803,1/2/2015,Standard Class,Consumer,United States,Cottage Grove,Minnesota,55016,Central
758,CA-2017-117240,7/28/2017,Standard Class,Corporate,United States,New York City,New York,10009,East
759,CA-2017-133333,9/22/2017,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central
760,CA-2015-112319,9/5/2015,Standard Class,Consumer,United States,Los Angeles,California,90004,West
761,CA-2017-126046,11/7/2017,Standard Class,Corporate,United States,Atlanta,Georgia,30318,South
762,CA-2015-114923,2/13/2015,Standard Class,Consumer,United States,Columbus,Ohio,43229,East
763,CA-2014-162775,1/15/2014,Second Class,Corporate,United States,Bossier City,Louisiana,71111,South
768,CA-2014-106810,5/20/2014,Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South
769,CA-2016-157245,5/24/2016,Standard Class,Consumer,United States,Arlington,Virginia,22204,South
770,CA-2017-104220,2/5/2017,Standard Class,Corporate,United States,Des Moines,Iowa,50315,Central
776,CA-2014-165974,7/6/2014,Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East
777,CA-2015-144267,8/23/2015,First Class,Home Office,United States,San Francisco,California,94110,West
781,US-2015-157014,10/6/2015,Second Class,Consumer,United States,Columbus,Ohio,43229,East
785,CA-2015-154921,5/28/2015,Standard Class,Corporate,United States,Columbia,South Carolina,29203,South
786,CA-2017-129567,3/21/2017,Second Class,Consumer,United States,Lancaster,California,93534,West
787,CA-2015-154620,12/16/2015,Standard Class,Consumer,United States,Lancaster,California,93534,West
788,CA-2015-115938,6/30/2015,Standard Class,Consumer,United States,Richmond,Virginia,23223,South
792,CA-2016-105256,5/20/2016,Same Day,Consumer,United States,Asheville,North Carolina,28806,South
793,CA-2014-156433,9/26/2014,Standard Class,Consumer,United States,San Francisco,California,94110,West
795,CA-2017-151428,9/26/2017,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central
796,CA-2015-124653,12/26/2015,First Class,Corporate,United States,Rochester,New York,14609,East
799,CA-2015-101910,12/3/2015,Standard Class,Consumer,United States,Lake Elsinore,California,92530,West
800,CA-2017-105809,2/23/2017,First Class,Corporate,United States,San Diego,California,92105,West
802,CA-2016-136133,8/23/2016,Second Class,Corporate,United States,New York City,New York,10024,East
803,CA-2016-115504,3/17/2016,Standard Class,Corporate,United States,Monroe,Louisiana,71203,South
804,CA-2017-135783,4/24/2017,First Class,Consumer,United States,San Francisco,California,94122,West
805,CA-2014-134313,11/7/2014,Standard Class,Consumer,United States,Denver,Colorado,80219,West
807,CA-2015-140921,2/5/2015,First Class,Consumer,United States,Omaha,Nebraska,68104,Central
809,CA-2014-151995,10/15/2014,First Class,Consumer,United States,Edmonds,Washington,98026,West
813,CA-2017-143686,5/14/2017,Same Day,Consumer,United States,Santa Ana,California,92704,West
815,CA-2015-106565,3/23/2015,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
816,CA-2016-149370,9/19/2016,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
817,CA-2014-140858,7/2/2014,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
822,CA-2017-101434,6/27/2017,Standard Class,Consumer,United States,Belleville,New Jersey,7109,East
824,US-2014-102071,5/15/2014,Standard Class,Consumer,United States,San Francisco,California,94110,West
826,CA-2017-126956,8/28/2017,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central
829,CA-2017-129462,6/21/2017,Second Class,Consumer,United States,Florence,Kentucky,41042,South
833,CA-2016-165316,7/27/2016,Standard Class,Corporate,United States,Tampa,Florida,33614,South
836,US-2014-115987,9/13/2014,Second Class,Consumer,United States,Tyler,Texas,75701,Central
837,US-2017-156083,11/11/2017,Standard Class,Home Office,United States,Columbia,Tennessee,38401,South
838,US-2016-137547,3/12/2016,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central
839,CA-2015-100454,11/25/2015,Standard Class,Corporate,United States,New York City,New York,10035,East
842,CA-2016-161669,11/9/2016,First Class,Corporate,United States,Los Angeles,California,90036,West
846,CA-2015-114300,10/17/2015,Standard Class,Consumer,United States,Louisville,Kentucky,40214,South
848,CA-2017-107503,1/6/2017,Standard Class,Consumer,United States,Lorain,Ohio,44052,East
849,CA-2014-107755,2/12/2014,Standard Class,Corporate,United States,Linden,New Jersey,7036,East
850,CA-2016-152534,6/25/2016,Second Class,Corporate,United States,Salinas,California,93905,West
852,CA-2016-113747,6/4/2016,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
853,CA-2016-123274,2/24/2016,Standard Class,Consumer,United States,New York City,New York,10035,East
855,CA-2014-125612,8/8/2014,Standard Class,Consumer,United States,New York City,New York,10035,East
858,CA-2017-161984,4/15/2017,Standard Class,Home Office,United States,New Brunswick,New Jersey,8901,East
860,CA-2014-133851,6/16/2014,Standard Class,Consumer,United States,San Francisco,California,94122,West
862,CA-2016-134474,1/7/2016,Second Class,Corporate,United States,Jacksonville,Florida,32216,South
865,CA-2014-149020,1/15/2014,Standard Class,Corporate,United States,Springfield,Virginia,22153,South
867,CA-2016-134362,10/2/2016,First Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East
868,CA-2014-136742,4/10/2014,Standard Class,Corporate,United States,Lancaster,Pennsylvania,17602,East
869,CA-2016-158099,9/5/2016,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East
871,CA-2015-131128,10/20/2015,First Class,Consumer,United States,Concord,New Hampshire,3301,East
872,CA-2014-148488,12/15/2014,Standard Class,Consumer,United States,New York City,New York,10009,East
874,CA-2017-114636,8/29/2017,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South
875,CA-2016-116736,1/21/2016,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East
878,US-2014-158638,9/21/2014,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
879,CA-2017-111689,12/2/2017,Second Class,Home Office,United States,New York City,New York,10024,East
881,CA-2015-129098,10/13/2015,Standard Class,Consumer,United States,Springfield,Virginia,22153,South
882,US-2017-123463,12/23/2017,Same Day,Consumer,United States,San Francisco,California,94109,West
883,CA-2016-165148,10/24/2016,First Class,Home Office,United States,Detroit,Michigan,48227,Central
884,CA-2014-134061,5/4/2014,Standard Class,Consumer,United States,Rochester,New York,14609,East
885,CA-2015-143602,4/28/2015,Second Class,Corporate,United States,Los Angeles,California,90045,West
886,CA-2017-115364,7/2/2017,Standard Class,Consumer,United States,San Diego,California,92105,West
887,CA-2017-150707,10/19/2017,Standard Class,Home Office,United States,Columbia,Maryland,21044,East
888,CA-2014-104976,12/16/2014,Standard Class,Corporate,United States,San Francisco,California,94122,West
889,CA-2017-132934,6/26/2017,Standard Class,Consumer,United States,New Rochelle,New York,10801,East
891,CA-2017-133256,6/27/2017,First Class,Home Office,United States,Detroit,Michigan,48227,Central
894,CA-2016-105494,11/12/2016,First Class,Corporate,United States,San Francisco,California,94122,West
896,CA-2016-140634,10/6/2016,Second Class,Consumer,United States,Houston,Texas,77095,Central
897,CA-2014-144407,9/15/2014,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central
898,CA-2017-160983,10/31/2017,Second Class,Corporate,United States,Auburn,New York,13021,East
899,US-2016-114622,4/12/2016,First Class,Corporate,United States,Springfield,Ohio,45503,East
900,CA-2017-150959,11/13/2017,First Class,Consumer,United States,Garland,Texas,75043,Central
902,CA-2017-132353,9/17/2017,First Class,Consumer,United States,Chicago,Illinois,60653,Central
903,CA-2016-130477,4/12/2016,Standard Class,Consumer,United States,Los Angeles,California,90032,West
906,CA-2017-143259,1/3/2018,Standard Class,Consumer,United States,New York City,New York,10009,East
909,CA-2017-137596,9/7/2017,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central
912,CA-2015-133627,6/7/2015,Standard Class,Home Office,United States,Norwich,Connecticut,6360,East
913,CA-2017-102519,11/29/2017,First Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central
915,US-2014-141215,6/21/2014,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central
918,CA-2016-165218,3/11/2016,Standard Class,Corporate,United States,Dallas,Texas,75220,Central
920,CA-2014-138296,12/12/2014,Standard Class,Consumer,United States,Alexandria,Virginia,22304,South
921,CA-2015-111164,4/15/2015,Standard Class,Consumer,United States,New York City,New York,10009,East
924,CA-2016-149797,9/20/2016,Standard Class,Corporate,United States,New York City,New York,10011,East
925,CA-2014-132962,9/16/2014,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
927,CA-2015-115091,10/9/2015,Standard Class,Home Office,United States,Springfield,Virginia,22153,South
929,CA-2017-144932,4/17/2017,First Class,Consumer,United States,Toledo,Ohio,43615,East
932,CA-2017-114216,9/6/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East
933,CA-2016-140081,6/24/2016,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
937,US-2017-111745,11/6/2017,First Class,Corporate,United States,Farmington,New Mexico,87401,West
938,CA-2015-148250,12/17/2015,Standard Class,Corporate,United States,Riverside,California,92503,West
940,CA-2016-105760,6/20/2016,First Class,Corporate,United States,San Francisco,California,94110,West
941,CA-2016-142958,12/20/2016,Standard Class,Corporate,United States,Torrance,California,90503,West
943,CA-2015-120880,6/3/2015,Standard Class,Consumer,United States,Seattle,Washington,98105,West
946,US-2015-140200,7/28/2015,First Class,Consumer,United States,Mesa,Arizona,85204,West
947,US-2017-110576,12/2/2017,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East
952,CA-2017-131156,4/7/2017,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East
953,CA-2017-136539,1/1/2018,Standard Class,Consumer,United States,Round Rock,Texas,78664,Central
955,CA-2017-119305,12/4/2017,Standard Class,Consumer,United States,Jackson,Mississippi,39212,South
956,CA-2017-102414,5/18/2017,Second Class,Consumer,United States,Phoenix,Arizona,85023,West
